county,state,max_cases,avg_growth_rate,max_growth_rate,total_population,num_deaths,percent_smokers,percent_vaccinated,income_ratio,population_density_per_sqmi,percent_fair_or_poor_health,percent_unemployed_CHR,violent_crime_rate,chlamydia_rate,teen_birth_rate,total_cases,deaths_per_100k,cases_per_100k
Marengo,Alabama,1278,0.02514670652544464,0.5,20066,415,21.356000347,33,7.4839429514,20.5408757762514,26.241737437,5.0072473317,449.41524948,800,2769.5800227,6368.982358217881,2068.175022425994,6368.982358217881
Maricopa,Arizona,224924,0.03473905602174325,0.5,4088549,43437,13.686398251,47,4.4818215476,444.4467438038513,15.622654225,4.1402073804,408.91278239,588.2,2598.7960941,5501.315992544054,1062.4062473019158,5501.315992544054
Maries,Missouri,386,0.019658389562549644,0.5,8987,144,19.890701899,44,4.1626385174,17.05381758850905,18.888693863,3.3040784719,142.06097694,124.1,2151.1017838000002,4295.092911983977,1602.314454211639,4295.092911983977
Marin,California,7966,0.026857740733781926,0.75,259358,1818,9.7252337607,48,5.6595276269,498.29663802754897,10.576738690000001,2.383230223,177.85725089,343,634.55906281,3071.4302238604555,700.9616051943646,3071.4302238604555
Marinette,Wisconsin,3318,0.029625338933521858,0.5,41090,595,16.357618312,36,4.4320405577,29.363250569474797,15.135186082,4.0119699736,40.119629441,282.8,1833.7101231,8074.9574105621805,1448.0408858603066,8074.9574105621805
Marion,Indiana,50080,-19.5249863018842,0.9994547437295529,124676.96361091672,1935.1499883368324,19.13460841357313,40.4926522043387,4.6636891443370425,233.4861303947541,19.87136545539398,4.268273176749242,364.5509351666116,458.54289713086075,3601.1927409653604,40167.80530225793,1552.1311494045647,40167.80530225793
Mariposa,California,149,0.01720911747098787,0.7692307692307693,17645,284,11.745263222,27,4.540157857,12.178901437916863,13.715956756,5.298186089,431.42857143,136.6,2310.3448276000004,844.4318503825447,1609.5211107962596,844.4318503825447
Marlboro,South Carolina,1481,0.025501055804780758,0.5,27702,623,21.379465067,33,5.3484649292,57.75040947667645,25.918764105,5.1108441629,895.21945562,1043.8,5347.6946333999995,5346.184391018699,2248.9350949389936,5346.184391018699
Marquette,Michigan,3939,-1.98748360274236,0.9454545454545454,41509.08910891089,563.8910891089109,16.409495954920793,50.504950495049506,4.098515070171287,35.2079277031813,13.923122900108911,4.218368119851485,113.97714189366337,311.9306930693069,1356.7350442801978,9489.487927969014,1358.476182479896,9489.487927969014
Marshall,Mississippi,6953,-21.0767719781222,0.9947534102833159,32501.438792390407,563.0967741935484,18.073230225548386,45.700165425971875,4.298625787614351,70.1192046808018,18.893462922226632,4.534121322500331,249.31150422641025,313.5763854425145,3399.710289651282,21392.899078756822,1732.5287590818496,21392.899078756822
Martin,Minnesota,6447,-24.565872327005113,0.9975369458128078,43516.12081060016,617.7887763055339,17.191817847735777,43.63600935307872,4.992474785702105,85.2950699288194,18.88423454982463,4.096470208177553,204.63936413605612,311.9095089633671,3551.426472993297,14815.199240897331,1419.6779602538604,14815.199240897331
Martinsville city,Virginia,748,0.02433476866738053,0.5,13551,387,20.337232588,51,5.8088987764,1236.8267202780962,21.570155104,4.6370967742,281.86543671,783.7,5662.6032245,5519.887831156372,2855.8777949966793,5519.887831156372
Mason,Washington,937,-0.27083262088770765,0.9444444444444444,29952.298092209858,494.9960254372019,19.157819422513512,40.530206677265504,4.6289871522411765,56.68105483010905,18.588182053600953,5.963296259006916,228.6959621600954,334.3744833068362,3478.3205999984903,3128.307541262417,1652.614513628732,3128.307541262417
Massac,Illinois,661,0.023801453733162423,0.5,14883,293,16.249928423,47,4.7296054742,62.73988599578498,16.496836009,7.0111343076,318.13720513,474.1,3666.8951337000003,4441.308875898676,1968.689108378687,4441.308875898676
Matagorda,Texas,1343,0.022346702391758823,0.5185185185185185,36719,612,16.11490721,38,5.589702825,33.59791739248769,23.477611819,6.1258278146,346.94349583,309.4,5461.876832800001,3657.507012718211,1666.712056428552,3657.507012718211
Mathews,Virginia,170,0.01789986944967601,0.5,8848,136,14.357369524,54,4.5303473926,102.968631783061,14.874664098,3.0162977378,39.59947955,250.6,1056.3380282,1921.3381555153708,1537.0705244122967,1921.3381555153708
Maui,Hawaii,888,0.02304332315113102,0.5,162456,1595,12.343433835,36,4.2567628562,139.86374956771078,12.860687397,2.4484251831,293.27217125,338,2336.2001564,546.609543507165,981.8043039346038,546.609543507165
Maury,Tennessee,6396,0.030305708904228085,0.6666666666666666,85767,1427,20.994691095,54,4.0788213329,139.8820174231281,20.44358951,3.2347056965,452.90793366,541.4,3095.2802883,7457.413690580293,1663.8100901279047,7457.413690580293
Maverick,Texas,5059,0.028862675634847665,0.6666666666666666,56830,566,16.61157805,26,5.6479626371,44.41675146817732,35.165869361,8.0961789062,179.26761348,481,6402.509876800001,8901.988386415625,995.9528418089037,8901.988386415625
Mayes,Oklahoma,1726,0.02683310928501256,0.5,40923,773,20.874508174,53,4.2787466602,62.44145161313277,21.808612869,3.3817406317,287.73086098,381.2,4481.1833805,4217.677100896806,1888.913325025047,4217.677100896806
McClain,Oklahoma,2628,0.02638889279988454,0.6666666666666666,37222,590,15.289611965,50,4.056085424,65.22131778612395,16.529295746,2.7646210873,128.32555001,310.1,2626.2865255,7060.340658750201,1585.084090054269,7060.340658750201
McCook,South Dakota,607,0.02217091119885171,0.5,5616,77,13.564802095,45,3.2081797608,9.780496535268869,10.502872388,2.4975673046,26.650084392,127.3,1612.9032258,10808.404558404558,1371.082621082621,10808.404558404558
McCormick,South Carolina,351,0.021560295114336898,0.5,9806,216,16.77162927,48,5.0119504371,27.304905849414627,20.014284623000002,3.5525543159,240.45840581,450.5,2745.7927369,3579.4411584744034,2202.7330205996327,3579.4411584744034
McCracken,Kentucky,3192,0.026966621656935037,0.4,65292,1122,21.050779934,51,5.25160386,262.48401622610027,21.49689521,5.5876948207,233.3722287,536.8,3883.4951456,4888.807204557986,1718.4341113765852,4888.807204557986
McCreary,Kentucky,653,0.0228615434824237,0.5,17850,425,31.877699897,28,5.2241996325,41.82251400292516,34.252776174,6.3171465406,36.39723381,229,6559.7667638,3658.263305322129,2380.9523809523807,3658.263305322129
McCulloch,Texas,343,0.0206559651000045,0.5,8242,155,14.433364696,23,4.4358476314,7.734602526706285,20.154204216,3.3306687983,47.741242466,377,3894.6791003999997,4161.611259403057,1880.6115020626062,4161.611259403057
McCurtain,Oklahoma,2351,0.028089914049629794,0.5,33071,695,21.820864671,34,4.9086640509,17.870043227476536,25.14086651,5.4605587221,235.11566174,618.8,5856.3387832,7108.947416165221,2101.5391128178767,7108.947416165221
McDonald,Missouri,1693,0.024613265955378546,0.5355191256830601,22720,394,23.042373665,34,4.0478620621,42.11463407129373,23.193872639,3.0360711906,584.65232083,302.3,5200.5127266,7451.584507042254,1734.1549295774648,7451.584507042254
McDonough,Illinois,1651,0.02811933432400668,0.5,31727,356,16.749291714,47,6.2163029525,53.828666700947934,17.1754568,5.1201437233,257.36571194,976.5,935.8054923899999,5203.769659911117,1122.0726825732027,5203.769659911117
McDowell,North Carolina,2004,-5.847682475400726,0.979933110367893,32966.56136820926,695.2756539235412,23.90108018794366,33.183098591549296,4.258422427046277,70.99911462243281,24.512590788607643,6.32453913275332,289.16823344935614,256.4871227364185,4887.985105045071,6078.886959476833,2109.0329869648413,6078.886959476833
McDuffie,Georgia,973,0.024416015989407545,0.5,21558,409,19.202845615,48,5.3092041878,83.73364357097763,21.081750485,5.5611278279,154.1086466,725.6,3957.996769,4513.4056962612485,1897.207533166342,4513.4056962612485
McHenry,Illinois,15160,-138.59511405943567,0.9989423585404548,161095.53053435116,1532.328244274809,14.83747297609542,49.51526717557252,4.181702279189313,263.8373130514566,13.11827197022519,3.691426189710687,73.49737708128245,233.2847328244275,1274.9366798322517,9410.565240211528,951.1922765281582,9410.565240211528
McIntosh,Georgia,875,-0.06402129604292114,0.75,16934.858921161827,346.88796680497927,18.836531859273858,43.36929460580913,5.206517835806224,32.72963897872543,20.702524140842325,4.888215917893361,190.92889562958507,427.90290456431535,4315.411083185477,5166.857332992592,2048.3664400150833,5166.857332992592
McKean,Pennsylvania,562,0.023002384799538353,0.5,42609,653,20.485973056,42,4.3326448313,43.51428885720341,17.690611856,4.8128042979,287.80400785,96.8,2478.8973181,1318.9701706212302,1532.5400736933511,1318.9701706212302
McKenzie,North Dakota,920,0.02511892622853531,0.5,10718,114,19.14847239,28,3.8030608991,3.882691782595389,13.929523721,1.6737335416,368.62999271,345.8,3130.8940023,8583.690987124464,1063.6312744915097,8583.690987124464
McKinley,New Mexico,7457,0.03052217321315941,0.5,74346,1296,21.621669653,50,7.1013400335,13.64015554738496,26.475818375,7.1356572869,710.1548164,906.8,3942.1034431999997,10030.129394990989,1743.2007101928818,10030.129394990989
McLean,Illinois,9099,-5.839950505279728,0.975609756097561,65840.26455026455,618.8201058201058,17.116092890021164,48.439153439153436,4.683820544947619,63.999091291816214,16.808811427333335,4.141554762292593,153.6202829957566,307.5968253968254,2648.2438334248677,13819.810813569156,939.8809528592932,13819.810813569156
McLennan,Texas,14937,0.028501321435605187,0.46153846153846156,243394,3035,15.744620118,49,5.0965143378,234.68502852287253,20.283649634,3.5711279107,422.89142211,845.7,3356.5539009,6136.9631133059975,1246.949390699853,6136.9631133059975
McLeod,Minnesota,2401,0.02920089876350906,0.5,35926,324,13.74417035,50,3.6359851507,73.09739303202157,12.353359729,3.1282051282,92.230296255,195.1,1587.3015873,6683.18209653176,901.8538106106997,6683.18209653176
McMinn,Tennessee,2842,0.025842037524581293,0.7846153846153846,52606,1059,23.765835889,44,5.1758711173,122.30508557500012,20.921564102,4.084686826,515.0377726,418,3891.2909203,5402.425578831312,2013.0783560810553,5402.425578831312
McNairy,Tennessee,1444,0.025971652015102736,0.6666666666666666,26057,606,25.216173988,48,4.6487043397,46.29540323416987,24.533458643,5.3910581574,372.85607755,307.6,3532.5568073,5541.69704877768,2325.6706451241507,5541.69704877768
McPherson,Kansas,1679,0.02609741268818955,0.6666666666666666,29164,361,13.590258326,53,3.8760462188,32.46669943314654,13.249555388,2.5686611084,145.75186633,296.1,1888.4758364,5757.097791798107,1237.8274585104923,5757.097791798107
Meade,South Dakota,1853,-0.4747060463292665,0.9333333333333333,27780.272908366533,372.32868525896413,18.603630628374503,43.49203187250996,3.671361036826494,50.24530753877486,16.25141147024502,3.955401094070518,100.78539719736852,268.39501992031876,2290.335371615139,6670.200851201629,1340.2628782197119,6670.200851201629
Mecklenburg,North Carolina,45627,-19.123022556258093,0.9919191919191919,529864.4459203036,5127.531309297913,15.701923792280834,52.49146110056926,4.744036242132638,1007.1947553219051,17.1549164573074,3.8891184681203037,418.6909285755408,647.5428842504743,2467.25266124611,8611.070312663083,967.7062404879946,8611.070312663083
Mecosta,Michigan,1344,0.026024059537505473,0.5,43259,520,18.833529938,33,4.6618535751,77.93423049579636,16.305593457,4.9563624609,587.41064291,357.2,1554.6843315,3106.867934996186,1202.0619986592385,3106.867934996186
Medina,Ohio,5830,-1.2105202732933777,0.96875,112094.75332068311,1254.6944971537002,14.577362119,45.54838709677419,4.3132338723755215,227.44926009573973,16.12376595896205,3.859707471392979,133.57774611559773,224.30815939278938,2060.2177544339656,5200.957071845645,1119.3159893614672,5200.957071845645
Meeker,Minnesota,1490,0.026695720404371764,0.5,23094,247,14.138113339,48,3.7259453782,37.97401608376956,11.209977318,3.484744731,106.20082793,155.6,1650.5054673,6451.892266389538,1069.541872347796,6451.892266389538
Meigs,Tennessee,539,-0.5173387275359929,0.8636363636363636,17434.891129032258,396.9233870967742,22.117894388846775,42.318548387096776,4.866171383934677,57.45902692963139,20.317508892040323,5.847007557927419,299.4804074769758,226.7100806451613,3863.8765834274195,3091.5019543911417,2276.60376058113,3091.5019543911417
Mellette,South Dakota,188,0.026565938686713766,0.5,2083,52,28.661405222,20,7.2404406313,1.59337163828374,26.309075338,4.8812664908,191.02196753,766.3,5936.9202226,9025.444071051368,2496.399423907825,9025.444071051368
Menard,Illinois,531,0.022581415284908334,0.5,12576,165,14.616425182,39,3.8473845564,39.995254812209105,13.071017378,4.0065779638,83.766863592000007,196,1355.9322034,4222.32824427481,1312.0229007633588,4222.32824427481
Mendocino,California,1697,0.01915395498264509,0.7,87409,1236,12.905413824,28,4.9582172702,24.928735879945567,16.507229143,3.938058668,640.48580677,410.1,2698.1742547,1941.4476770126646,1414.042032285005,1941.4476770126646
Menifee,Kentucky,137,0.01481387388721881,0.3333333333333333,6345,143,21.258876109,32,5.5144014401,31.1663519826827,23.120550821,7.6068376068,31.668118122,309.8,5475.285171099999,2159.1804570527975,2253.7431048069348,2159.1804570527975
Menominee,Wisconsin,1407,-1.1827018984124167,0.8888888888888888,13835.909650924024,223.16221765913758,25.634732076277206,38.620123203285424,5.054623976325462,17.42527200755553,20.77087174277002,4.880144636616633,109.12932109377824,611.8952772073923,4326.698314542916,10169.190429095019,1612.9204605223322,10169.190429095019
Merced,California,12891,0.03184669680172338,0.75,265001,2695,14.129606461,41,4.570727643,136.93649546466335,22.709474944,8.2957853875,555.33866693,384.3,3096.3580507,4864.50994524549,1016.9772944253041,4864.50994524549
Mercer,New Jersey,14567,-68.21123552540362,0.998151286396549,94561.85478359909,1205.9789293849658,17.992007300709567,41.50968109339408,4.399036080621127,327.7801425589298,17.02273378654271,4.490795915555466,211.97242919163895,274.7662300683371,2603.641293775854,15404.731678895238,1275.3334123413704,15404.731678895238
Meriwether,Georgia,823,0.023041149498959593,0.6666666666666666,21195,448,18.210307012,39,5.1610747317,42.28660457211623,21.742211961,4.9960880742,321.27913927,532.1,3624.535316,3882.9912715263035,2113.706062750649,3882.9912715263035
Merrick,Nebraska,508,0.022980814282837818,0.5,7793,90,15.550875253,33,4.263815763,16.03987810330529,14.030310082,2.7880582285,64.416387529,164.9,2245.9292532,6518.6706018221485,1154.8825869369948,6518.6706018221485
Merrimack,New Hampshire,2253,0.026395323070216484,0.5,147715,1768,13.603645069,53,4.1287831416,158.36396034818702,10.926091331,2.2136565207,157.63524344,317.7,1052.5705338,1525.234404088955,1196.8994347222692,1525.234404088955
Mesa,Colorado,6471,0.029886717526851656,0.6,148166,1952,15.635450965,48,4.5975027543,44.50849904452006,14.089154482,4.0901919537,347.93466523,413.5,2800.9799002,4367.398728453221,1317.4412483295762,4367.398728453221
Metcalfe,Kentucky,436,0.024988820500233405,0.5,9983,196,24.082175302,40,4.9523174391,34.46628312648385,24.850384953,4.1180671269,65.593622282,316.6,5341.551104300001,4367.424621857157,1963.337674045878,4367.424621857157
Miami,Ohio,5258,-2.466939030060871,0.984375,57985.48382923674,808.261319534282,18.95009464460414,43.04657179818887,3.983360471992367,137.50156418466764,16.54256537885511,3.8454748337292366,152.15240048182406,241.29327296248383,2522.631768469211,9067.786716214092,1393.902863541772,9067.786716214092
Miami-Dade,Florida,238812,0.03902083542087087,0.75,2664418,24185,16.479410011,25,5.5382591306,1403.3132617927922,23.648069837,3.8515812165,601.83692932,445.7,1666.2052769,8963.00805654368,907.7029204877012,8963.00805654368
Middlesex,Massachusetts,50108,-183.02774924447507,0.9947916666666666,669711.6768642447,5631.844168260038,11.745895057646749,53.9980879541109,4.721349499757648,1326.1847014682994,12.720449881960803,3.13016417280478,164.11976513558318,305.80219885277245,1121.2816245047038,7482.025733016634,840.9356388453194,7482.025733016634
Midland,Michigan,8109,-1.2421597245946334,0.8778833107191316,119549.0423076923,1273.5346153846153,13.984999230042307,46.51730769230769,4.439728055813654,167.4467376579684,14.927606259265385,3.0452965948126924,219.82667679957692,422.0617307692308,3190.1750734290385,6782.990347282967,1065.2821560099362,6782.990347282967
Mifflin,Pennsylvania,2054,0.0236736825359618,0.5555555555555556,46585,654,19.329521764,57,3.9266839496,113.33307535615111,16.163412774,4.6759994227,131.27878449,411.7,2639.2961877000002,4409.144574433831,1403.8853708275196,4409.144574433831
Milam,Texas,684,0.020787139838065294,0.5714285714285714,24372,411,15.292339769,40,4.6755594244,23.96790759571935,19.946293507,5.49273021,230.36735366,566.8,4232.0321051,2806.4992614475627,1686.361398325948,2806.4992614475627
Millard,Utah,513,0.018778180282176878,0.75,12604,139,9.2876296808,42,3.6869595296,1.9082556474179655,12.999923939,3.2697547684,282.95213393,85.5,2213.5806162000003,4070.136464614408,1102.8245001586797,4070.136464614408
Mille Lacs,Minnesota,1660,0.02958592437455695,0.5,25788,355,18.019559112,32,4.0943930684,45.05734842809152,13.985335417,4.8404754457,135.89594254,224.2,2918.8779378,6437.10252830774,1376.609275632077,6437.10252830774
Miller,Georgia,2230,-1.62925765357019,0.9705882352941176,24579.095558546433,466.70255720053837,19.88715239711575,41.53028263795424,4.8206644408014805,44.00824734046124,21.28267495852086,4.059939775906326,356.02609977889637,657.0266487213997,4223.41608704603,9072.750438225965,1898.7783992656334,9072.750438225965
Mills,Iowa,1122,-3.664273963318556,0.9767441860465116,10360.101123595505,155.41573033707866,14.043723269348314,40.02247191011236,4.607268440211236,21.604851835756424,14.021749804865168,2.7163969971988764,171.52386302033707,179.06179775280899,2567.1929610921347,10830.010118768092,1500.1371944441132,10830.010118768092
Milwaukee,Wisconsin,76570,0.03446745496476602,0.6666666666666666,955306,12467,17.817309912,50,5.0708474925,3953.6858175201664,18.390966872,3.6295671048,1019.7025954,1147.8,3152.3330284,8015.232815453896,1305.026870971186,8015.232815453896
Mineral,West Virginia,1491,-4.511552556936972,0.9486356340288925,16425.50314465409,288.62893081761007,21.31583256047799,33.314465408805034,4.597386193593082,44.006357079168865,21.100595947327044,5.504302345419497,190.28136564245284,285.114465408805,3410.842586535849,9077.347505700407,1757.1999364387716,9077.347505700407
Mingo,West Virginia,1023,0.026603055470562024,0.5,25549,643,29.577603295,34,5.3274329259,60.38029480203743,28.430478042,7.5570411277,281.73222632,70.5,6537.6917945000005,4004.0706094171983,2516.732553133195,4004.0706094171983
Minidoka,Idaho,1807,0.026253281817320038,0.6666666666666666,20331,235,13.838325975,35,4.1292800296,26.85041747604024,18.650785568,2.5201704288,167.65885069,352.2,4277.8569974,8887.905169445674,1155.8703457773843,8887.905169445674
Minnehaha,South Dakota,21369,0.03202745052008656,0.6666666666666666,182014,1899,15.445669227,59,3.936176449,225.49877635285185,11.618176913,2.6066649836,403.19749386,584.8,2458.7258179,11740.30569077104,1043.3263375344754,11740.30569077104
Missaukee,Michigan,318,0.020044194675088608,0.5,15032,199,17.988870751,51,3.7992796333,26.6181461105543,16.635478976999998,5.0233479553,209.74131904,233.4,2996.3780046,2115.486961149548,1323.8424693986162,2115.486961149548
Mississippi,Arkansas,3437,-1.1227440423235633,0.9,29790.24683544304,635.1919831223629,25.27597831277637,36.29535864978903,4.892721811737131,41.99493989549405,28.885180536913502,4.792192657930801,736.5412886242616,855.4917721518988,6185.360883244092,11537.333070737832,2132.21456885225,11537.333070737832
Missoula,Montana,5062,0.027832345757654354,0.3333333333333333,113101,1218,16.976898634,50,4.8541021856,43.61693766936819,13.92346786,3.3296865338,345.38297135,474.3,1337.6365828,4475.645661842071,1076.9135551409802,4475.645661842071
Mitchell,Kansas,1025,-8.787267458670179,0.9976580796252927,12251.828685258964,185.32868525896416,16.3608566565498,37.00398406374502,4.10164948789004,21.691801973543463,17.27334929357769,3.478758403601195,175.18255383021116,273.1721115537849,3516.784108999721,8366.0980440679,1512.6614158582393,8366.0980440679
Mobile,Alabama,20626,0.032863466819486285,0.6666666666666666,414291,7126,19.369969149,41,5.2716083606,336.9864782356799,22.399091396,4.6946202363,548.14738002,732.4,3551.4848972000004,4978.626134770005,1720.0470200897437,4978.626134770005
Modoc,California,114,0.02844274940930737,0.3333333333333333,9033,164,13.824458393,17,4.138161424,2.307018496179356,16.446233854,7.5495438817,504.7955578,158,2188.0544057,1262.039189637994,1815.5651500055353,1262.039189637994
Moffat,Colorado,345,0.018415206379372037,0.5,13034,170,14.581587317,44,4.4943631868,2.747909899519271,13.356456687,3.6548357303,159.08738165,159.9,3567.4880471,2646.923431026546,1304.2811109406168,2646.923431026546
Mohave,Arizona,6940,0.029906899480061852,0.5,203629,4801,19.352843037,38,4.1638772311,15.297700696631363,18.912272625,5.774677559,221.32486208,258.7,3197.3229099,3408.1589557479533,2357.719185381257,3408.1589557479533
Moniteau,Missouri,1295,0.02242225399687557,0.5,15840,168,18.574534633,51,3.9350077469,38.16634625772251,16.801942827,2.9904471826,194.93177388,211.7,2921.1571185000003,8175.50505050505,1060.6060606060605,8175.50505050505
Monmouth,New Jersey,22122,0.03011674662327902,0.5,627532,6396,13.360452416,50,5.1635018768,1339.7636258596813,13.6345305,3.6737169845,149.57254746,272.5,659.0830748,3525.23855357177,1019.2308918110949,3525.23855357177
Mono,California,550,0.019557546694874743,0.5,14051,104,11.936718182,42,3.0294751977,4.608418068470997,13.811942517,3.8479587048,262.06203331,183.5,2004.8115477,3914.312148601523,740.1608426446517,3914.312148601523
